MAG,MG,Sample,Participant,Timepoint,Project,CST,subCST,Geography,FinalTaxonomy,KeptCleaned,GC,N50,Size,Complete,Contam,N_BGC,BGC_detection,classification,Coverage
MAG09549,MG0720,342649_MG,P182,0,LSVF,IV-A,IV-A,NorthAmer,Berryella_sp001552935,0,0.466,10319,1267963,86.21,0,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp001552935,9.856841
MAG09550,MG0720,342649_MG,P182,0,LSVF,IV-A,IV-A,NorthAmer,Gardnerella_vaginalis_C,1,0.429,8941,1411085,82.35,6.48,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_C,13.63277
MAG12949,MG1142,343820_MG,P604,0,LSVF,IV-A,IV-A,NorthAmer,Sneathia_sanguinegens,0,0.263,41315,1257282,97.33,0.16,2,TRUE,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia sanguinegens,14.221849
MAG09552,MG0720,342649_MG,P182,0,LSVF,IV-A,IV-A,NorthAmer,Fannyhessea_vaginae,0,0.428,144332,1397541,99.19,0,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__Fannyhessea vaginae,134.42087
MAG12950,MG1142,343820_MG,P604,0,LSVF,IV-A,IV-A,NorthAmer,Prevotella_spNov1,0,0.313,58780,1905251,94.81,0.112,1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,125.53565
MAG12951,MG1143,343822_MG,P605,0,LSVF,V,V,NorthAmer,Limosilactobacillus_portuensis,0,0.413,4498,2941989,97.37,3.442,1,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus portuensis,10.704346
MAG12952,MG1143,343822_MG,P605,0,LSVF,V,V,NorthAmer,Lactobacillus_iners,0,0.324,107405,1365269,99.41,0.442,2,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,434.9906
MAG12953,MG1143,343822_MG,P605,0,LSVF,V,V,NorthAmer,Lactobacillus_jensenii,0,0.34,45783,1524372,98.05,0,1,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii,1038.2268
MAG12955,MG1143,343822_MG,P605,0,LSVF,V,V,NorthAmer,Gardnerella_piotii,0,0.425,219284,1473824,99.65,0,1,TRUE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium piotii,137.49191
MAG12956,MG1144,343826_MG,P606,0,LSVF,III,III-B,NorthAmer,Haemophilus_parainfluenzae,0,0.393,26488,1948169,95.22,0.558,1,TRUE,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__,11.6870985
MAG12957,MG1144,343826_MG,P606,0,LSVF,III,III-B,NorthAmer,Streptococcus_agalactiae,0,0.351,65639,1961853,98.58,0,2,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae,19.976973
MAG12960,MG1144,343826_MG,P606,0,LSVF,III,III-B,NorthAmer,Lactobacillus_iners,0,0.323,103277,1289438,99.41,0.442,3,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,526.39294
MAG12961,MG1144,343826_MG,P606,0,LSVF,III,III-B,NorthAmer,Limosilactobacillus_portuensis,1,0.401,28191,1744520,99.46,0.54,1,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus portuensis,20.23124
MAG09562,MG0720,342649_MG,P182,0,LSVF,IV-A,IV-A,NorthAmer,Fannyhessea_spNov3,0,0.498,751580,1412431,100,0,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__,74.601006
MAG09563,MG0720,342649_MG,P182,0,LSVF,IV-A,IV-A,NorthAmer,Prevotella_sp000758925,0,0.486,97240,2617086,96.93,0.76,0,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000758925,104.09711
MAG12962,MG1144,343826_MG,P606,0,LSVF,III,III-B,NorthAmer,Lactobacillus_paragasseri,1,0.347,184806,1968813,98.45,0,2,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus paragasseri,47.92421
MAG12963,MG1145,343827_MG,P607,0,LSVF,IV-A,IV-A,NorthAmer,Mageeibacillus_indolicus,0,0.449,15409,1527262,87.88,0.354,3,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__Mageeibacillus;s__Mageeibacillus indolicus,11.02318
MAG12964,MG1145,343827_MG,P607,0,LSVF,IV-A,IV-A,NorthAmer,Megasphaera_lornae,0,0.47,41608,1463500,100,0,1,TRUE,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,59.44252
MAG12965,MG1145,343827_MG,P607,0,LSVF,IV-A,IV-A,NorthAmer,Prevotella_spNov3,0,0.486,27932,2162746,91.89,0.357,1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,45.33754
MAG12966,MG1145,343827_MG,P607,0,LSVF,IV-A,IV-A,NorthAmer,Sneathia_sanguinegens,1,0.267,65584,1539414,98.88,0.16,2,TRUE,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia sanguinegens,58.716976
MAG09569,MG0721,342652_MG,P183,0,LSVF,IV-A,IV-A,NorthAmer,Fannyhessea_vaginae,0,0.43,14483,1284162,95.49,0.403,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__,16.668095
MAG09570,MG0721,342652_MG,P183,0,LSVF,IV-A,IV-A,NorthAmer,Gardnerella_spNov2,0,0.415,47954,1384484,93.38,0.454,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__,88.43848
MAG12967,MG1145,343827_MG,P607,0,LSVF,IV-A,IV-A,NorthAmer,Dialister_micraerophilus,0,0.351,4858,1008496,90.46,1.324,1,TRUE,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister micraerophilus,9.333193
MAG12968,MG1145,343827_MG,P607,0,LSVF,IV-A,IV-A,NorthAmer,Gardnerella_vaginalis_A,1,0.372,9498,1162133,70.16,5.8,1,TRUE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_A,15.634381
MAG12970,MG1145,343827_MG,P607,0,LSVF,IV-A,IV-A,NorthAmer,Prevotella_spNov1,0,0.308,50095,1761818,93.29,0,1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,22.643156
MAG12971,MG1145,343827_MG,P607,0,LSVF,IV-A,IV-A,NorthAmer,Sneathia_vaginalis,0,0.284,18907,966764,97.31,0,2,TRUE,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,31.604315
MAG12972,MG1145,343827_MG,P607,0,LSVF,IV-A,IV-A,NorthAmer,Lactobacillus_iners,0,0.331,7812,1169631,91.83,1.416,2,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,10.152869
MAG12973,MG1145,343827_MG,P607,0,LSVF,IV-A,IV-A,NorthAmer,Gardnerella_vaginalis_F,0,0.403,30136,1363403,91.1,0.454,1,TRUE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_F,110.17327
MAG12974,MG1145,343827_MG,P607,0,LSVF,IV-A,IV-A,NorthAmer,Dialister_sp001553355,0,0.39,18641,1437426,94.99,0.632,1,TRUE,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp001553355,12.313054
MAG12976,MG1145,343827_MG,P607,0,LSVF,IV-A,IV-A,NorthAmer,Parvimonas_sp001552895,0,0.256,6610,1307202,91.03,0.628,1,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895,8.848663
MAG12979,MG1145,343827_MG,P607,0,LSVF,IV-A,IV-A,NorthAmer,KA00274_sp902373515,0,0.425,17094,1331316,84.04,0.945,1,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,10.597159
MAG09580,MG0722,342655_MG,P184,0,LSVF,IV-B,IV-B,NorthAmer,Porphyromonas_uenonis,0,0.523,97844,2172669,99.92,0,0,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__,21.450327
MAG12980,MG1145,343827_MG,P607,0,LSVF,IV-A,IV-A,NorthAmer,Prevotella_amnii,1,0.353,100994,1979319,98.99,1.01,2,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,99.45767
MAG09582,MG0722,342655_MG,P184,0,LSVF,IV-B,IV-B,NorthAmer,Lactobacillus_iners,0,0.324,8086,911019,81.94,1.415,0,FALSE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,7.766272
MAG12981,MG1145,343827_MG,P607,0,LSVF,IV-A,IV-A,NorthAmer,UBA629_sp005465875,0,0.311,22724,1635102,76.2,0,2,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875,339.89136
MAG12983,MG1146,343830_MG,P608,0,LSVF,II,II,NorthAmer,Lactobacillus_gasseri,0,0.347,133799,2031922,98.91,0,1,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri,506.29312
MAG12984,MG1146,343830_MG,P608,0,LSVF,II,II,NorthAmer,Gardnerella_vaginalis,0,0.414,98712,1585319,99.84,0,1,TRUE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale,60.89831
MAG12985,MG1147,343832_MG,P609,0,LSVF,IV-B,IV-B,NorthAmer,Prevotella_timonensis,0,0.419,37208,2762920,97.83,0,1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis_A,16.662752
MAG09587,MG0722,342655_MG,P184,0,LSVF,IV-B,IV-B,NorthAmer,Porphyromonas_sp001552775,1,0.431,1927,1595467,74.29,5.19,0,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp001552775,5.5097995
MAG12986,MG1147,343832_MG,P609,0,LSVF,IV-B,IV-B,NorthAmer,Megasphaera_lornae,0,0.466,170197,1549120,100,0,1,TRUE,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,21.89018
MAG09589,MG0722,342655_MG,P184,0,LSVF,IV-B,IV-B,NorthAmer,Berryella_sp001552935,0,0.465,24580,1488795,96.84,0.08,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp001552935,19.759178
MAG09590,MG0722,342655_MG,P184,0,LSVF,IV-B,IV-B,NorthAmer,Fannyhessea_vaginae,0,0.427,93589,1441331,98.92,0,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__Fannyhessea vaginae,83.03268
MAG12987,MG1147,343832_MG,P609,0,LSVF,IV-B,IV-B,NorthAmer,Sneathia_vaginalis,1,0.283,41931,1278176,98.88,0,4,TRUE,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,16.94974
MAG12989,MG1147,343832_MG,P609,0,LSVF,IV-B,IV-B,NorthAmer,Gardnerella_piotii,1,0.425,28512,1309483,90.82,1.02,1,TRUE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__,17.002481
MAG12990,MG1147,343832_MG,P609,0,LSVF,IV-B,IV-B,NorthAmer,UBA629_sp005465875,1,0.312,71458,1585269,76.21,0,2,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875,18.546844
MAG12991,MG1147,343832_MG,P609,0,LSVF,IV-B,IV-B,NorthAmer,Prevotella_disiens,0,0.389,12656,2140034,92.11,0.675,2,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella disiens,9.108402
MAG09595,MG0722,342655_MG,P184,0,LSVF,IV-B,IV-B,NorthAmer,Prevotella_melaninogenica,0,0.41,13938,2311703,89.53,0.337,0,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella melaninogenica,27.002005
MAG08008,MG0599,323896_MG,P61,0,LSVF,IV-A,IV-A,NorthAmer,Megasphaera_lornae,0,0.469,32134,1460409,100,0,1,TRUE,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,49.05244
MAG08010,MG0599,323896_MG,P61,0,LSVF,IV-A,IV-A,NorthAmer,UBA629_sp005465875,1,0.314,152960,1576799,76.21,0,2,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875,2297.105
MAG09598,MG0724,342660_MG,P186,0,LSVF,III,III-B,NorthAmer,Gardnerella_piotii,0,0.426,10444,1009940,74.32,0.333,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium piotii,12.752512
MAG08011,MG0599,323896_MG,P61,0,LSVF,IV-A,IV-A,NorthAmer,Prevotella_spNov1,0,0.309,61359,1774090,92.94,0.337,1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,45.200573
MAG09600,MG0724,342660_MG,P186,0,LSVF,III,III-B,NorthAmer,Gardnerella_vaginalis_F,0,0.438,29337,1434114,93.28,0.795,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__,30.781532
MAG08012,MG0599,323896_MG,P61,0,LSVF,IV-A,IV-A,NorthAmer,Gardnerella_vaginalis_F,1,0.403,22129,1486324,78.85,5.78,1,TRUE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_F,26.96127
MAG08013,MG0599,323896_MG,P61,0,LSVF,IV-A,IV-A,NorthAmer,Prevotella_spNov3,0,0.482,20680,2465800,96.66,0.178,2,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,27.33192
MAG08014,MG0599,323896_MG,P61,0,LSVF,IV-A,IV-A,NorthAmer,Mageeibacillus_indolicus,1,0.452,4666,1314578,70.63,0.16,1,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__Mageeibacillus;s__Mageeibacillus indolicus,7.931017
MAG08015,MG0599,323896_MG,P61,0,LSVF,IV-A,IV-A,NorthAmer,Lactobacillus_iners,1,0.323,57746,1244993,98.88,0.44,2,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,24.21355
MAG08016,MG0599,323896_MG,P61,0,LSVF,IV-A,IV-A,NorthAmer,Sneathia_vaginalis,0,0.285,7467,869017,81.84,1.235,2,TRUE,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,9.820884
MAG08017,MG0599,323896_MG,P61,0,LSVF,IV-A,IV-A,NorthAmer,Sneathia_sanguinegens,1,0.265,59823,1254430,99.44,0.16,1,TRUE,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia sanguinegens,42.10064
MAG09607,MG0727,342666_MG,P189,0,LSVF,IV-A,IV-A,NorthAmer,Prevotella_sp000758925,0,0.498,23647,2066627,94.43,0.337,0,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000758925,25.183924
MAG08018,MG0599,323896_MG,P61,0,LSVF,IV-A,IV-A,NorthAmer,Gardnerella_sp003585845,0,0.421,26385,1428394,87.94,0.456,1,TRUE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__,53.31473
MAG08019,MG0599,323896_MG,P61,0,LSVF,IV-A,IV-A,NorthAmer,Prevotella_amnii,0,0.362,62608,2292040,99.66,0,3,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,196.4605
MAG08020,MG0599,323896_MG,P61,0,LSVF,IV-A,IV-A,NorthAmer,KA00274_sp902373515,1,0.429,4564,1218433,70.25,5.2,1,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,7.6939015
MAG12993,MG1148,343838_MG,P610,0,LSVF,IV-B,IV-B,NorthAmer,Prevotella_ihumii,0,0.416,13777,2242134,96.24,0.375,1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella ihumii,14.578719
MAG12995,MG1148,343838_MG,P610,0,LSVF,IV-B,IV-B,NorthAmer,Sneathia_vaginalis,1,0.283,42973,1231837,98.88,0,2,TRUE,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,50.025764
MAG09613,MG0727,342666_MG,P189,0,LSVF,IV-A,IV-A,NorthAmer,Fannyhessea_spNov3,0,0.505,4217,1054385,84.66,2.5,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__,9.290479
MAG09614,MG0727,342666_MG,P189,0,LSVF,IV-A,IV-A,NorthAmer,Gardnerella_vaginalis_H,0,0.469,7263,1207994,82.08,2.26,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_H,168.39767
MAG12998,MG1148,343838_MG,P610,0,LSVF,IV-B,IV-B,NorthAmer,Gemella_asaccharolytica,0,0.264,68676,1264311,95.02,0.552,1,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;s__Gemella asaccharolytica,37.828434
MAG13000,MG1148,343838_MG,P610,0,LSVF,IV-B,IV-B,NorthAmer,Dialister_micraerophilus,0,0.35,17919,1056834,98.91,1.419,1,TRUE,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister micraerophilus,13.441574
MAG13001,MG1148,343838_MG,P610,0,LSVF,IV-B,IV-B,NorthAmer,Parvimonas_sp001552895,0,0.253,13754,1416344,93.24,0.696,2,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895,11.9654455
MAG13002,MG1148,343838_MG,P610,0,LSVF,IV-B,IV-B,NorthAmer,Prevotella_spNov3,0,0.479,10816,2221526,89.18,1.306,2,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,10.766103
MAG13003,MG1148,343838_MG,P610,0,LSVF,IV-B,IV-B,NorthAmer,Dialister_sp001553355,0,0.391,57450,1568081,96.74,0.632,1,TRUE,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp001553355,21.625721
MAG13009,MG1149,343839_MG,P611,0,LSVF,IV-B,IV-B,NorthAmer,Lactobacillus_iners,0,0.321,29811,943627,85.7,0.568,1,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,64.014626
MAG13010,MG1149,343839_MG,P611,0,LSVF,IV-B,IV-B,NorthAmer,Gardnerella_vaginalis,1,0.411,68364,1563381,93.21,0.45,1,TRUE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale,251.733
MAG13012,MG1149,343839_MG,P611,0,LSVF,IV-B,IV-B,NorthAmer,KA00274_sp902373515,0,0.428,2388,1223980,70.19,6.233,1,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,6.982676
MAG13013,MG1149,343839_MG,P611,0,LSVF,IV-B,IV-B,NorthAmer,Parvimonas_sp001552895,0,0.254,5953,1088677,73.79,0.443,1,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895,9.720893
MAG09624,MG0728,342668_MG,P190,0,LSVF,IV-B,IV-B,NorthAmer,Gardnerella_vaginalis_H,0,0.458,39089,1398162,91.78,0.454,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_H,264.4929
MAG13017,MG1149,343839_MG,P611,0,LSVF,IV-B,IV-B,NorthAmer,Gardnerella_vaginalis_A,0,0.375,22219,1331080,88.77,0.757,1,TRUE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_A,30.254635
MAG13019,MG1149,343839_MG,P611,0,LSVF,IV-B,IV-B,NorthAmer,Megasphaera_lornae,0,0.471,3444,1267563,87.62,1.935,1,TRUE,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,5.5808206
MAG09627,MG0728,342668_MG,P190,0,LSVF,IV-B,IV-B,NorthAmer,Lactobacillus_iners,0,0.323,106628,1176423,99.41,0.442,0,FALSE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,38.062843
MAG13022,MG1151,343846_MG,P613,0,LSVF,IV-B,IV-B,NorthAmer,Gardnerella_vaginalis_B,0,0.432,31547,1374737,93.27,1.666,1,TRUE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_B,47.335163
MAG13024,MG1151,343846_MG,P613,0,LSVF,IV-B,IV-B,NorthAmer,Lactobacillus_iners,1,0.325,63964,992763,71.97,0,1,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,49.686043
MAG09630,MG0728,342668_MG,P190,0,LSVF,IV-B,IV-B,NorthAmer,Prevotella_sp000758925,0,0.495,117625,2335572,97.6,0.337,0,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000758925,115.133736
MAG09631,MG0728,342668_MG,P190,0,LSVF,IV-B,IV-B,NorthAmer,Fannyhessea_massiliense,0,0.493,12085,1267408,92.32,0.806,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__Fannyhessea massiliense,10.685666
MAG13026,MG1152,343850_MG,P614,0,LSVF,IV-B,IV-B,NorthAmer,Megasphaera_lornae,0,0.468,52680,1505084,98.8,0,1,TRUE,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,31.686665
MAG13027,MG1152,343850_MG,P614,0,LSVF,IV-B,IV-B,NorthAmer,KA00274_sp902373515,1,0.424,112043,1449487,87.59,0,1,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,16.939054
MAG13028,MG1152,343850_MG,P614,0,LSVF,IV-B,IV-B,NorthAmer,Prevotella_amnii,1,0.352,71344,1896073,98.33,0,3,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,20.520927
MAG13031,MG1152,343850_MG,P614,0,LSVF,IV-B,IV-B,NorthAmer,Berryella_sp001552935,0,0.465,12073,1391501,89.51,1.478,1,TRUE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp001552935,12.855858
