MAG,Description,GBK,Class,Category,Family
MAG05359,MAG05359_0001,MAG05359_0001.region001,RRE-containing,RiPP,FAM_00034
MAG05359,MAG05359_0039,MAG05359_0039.region001,arylpolyene,PKS,FAM_00027
MAG05360,MAG05360_0036,MAG05360_0036.region001,ranthipeptide,RiPP,FAM_00113
MAG05360,MAG05360_0042,MAG05360_0042.region001,RiPP-like,RiPP,FAM_00261
MAG05361,MAG05361_0003,MAG05361_0003.region001,ranthipeptide,RiPP,FAM_00112
MAG05361,MAG05361_0004,MAG05361_0004.region001,RaS-RiPP,RiPP,FAM_00226
MAG05362,MAG05362_0008,MAG05362_0008.region001,arylpolyene,PKS,FAM_00017
MAG05362,MAG05362_0010,MAG05362_0010.region001,RRE-containing,RiPP,FAM_00039
MAG05362,MAG05362_0030,MAG05362_0030.region001,LAP.thiopeptide,RiPP,FAM_00050
MAG05362,MAG05362_0049,MAG05362_0049.region001,resorcinol,other,FAM_00051
MAG05364,MAG05364_0003,MAG05364_0003.region001,T3PKS,PKS,FAM_00074
MAG05365,MAG05365_0007,MAG05365_0007.region001,RiPP-like,RiPP,FAM_00221
MAG05365,MAG05365_0010,MAG05365_0010.region001,RiPP-like,RiPP,FAM_00089
MAG05365,MAG05365_0095,MAG05365_0095.region001,RiPP-like,RiPP,FAM_00087
MAG05366,MAG05366_0001,MAG05366_0001.region001,NRPS,NRPS,FAM_00165
MAG05367,MAG05367_0007,MAG05367_0007.region001,RiPP-like,RiPP,FAM_00221
MAG05367,MAG05367_0010,MAG05367_0010.region001,RiPP-like,RiPP,FAM_00089
MAG05367,MAG05367_0097,MAG05367_0097.region001,RiPP-like,RiPP,FAM_00087
MAG05368,MAG05368_0012,MAG05368_0012.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG05369,MAG05369_0046,MAG05369_0046.region001,resorcinol,other,FAM_00053
MAG05369,MAG05369_0047,MAG05369_0047.region001,resorcinol,other,FAM_00062
MAG05370,MAG05370_0070,MAG05370_0070.region001,RiPP-like,RiPP,FAM_00195
MAG05371,MAG05371_0075,MAG05371_0075.region001,RiPP-like,RiPP,FAM_00091
MAG05374,MAG05374_0101,MAG05374_0101.region001,ranthipeptide,RiPP,FAM_00110
MAG05378,MAG05378_0012,MAG05378_0012.region001,ranthipeptide,RiPP,FAM_00106
MAG05380,MAG05380_0002,MAG05380_0002.region001,lanthipeptide-class-v,RiPP,FAM_00179
MAG05380,MAG05380_0016,MAG05380_0016.region001,lanthipeptide-class-ii,RiPP,FAM_00173
MAG05380,MAG05380_0018,MAG05380_0018.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05381,MAG05381_0002,MAG05381_0002.region001,RRE-containing,RiPP,FAM_00039
MAG05381,MAG05381_0028,MAG05381_0028.region001,arylpolyene,PKS,FAM_00017
MAG05382,MAG05382_0035,MAG05382_0035.region001,T3PKS,PKS,FAM_00073
MAG05383,MAG05383_0002,MAG05383_0002.region001,T3PKS,PKS,FAM_00084
MAG05384,MAG05384_0028,MAG05384_0028.region001,ectoine,other,FAM_00365
MAG05385,MAG05385_0007,MAG05385_0007.region001,RRE-containing,RiPP,FAM_00036
MAG05385,MAG05385_0015,MAG05385_0015.region001,arylpolyene,PKS,FAM_00021
MAG05387,MAG05387_0001,MAG05387_0001.region001,ranthipeptide,RiPP,FAM_00129
MAG05390,MAG05390_0051,MAG05390_0051.region001,RRE-containing,RiPP,FAM_00044
MAG05392,MAG05392_0001,MAG05392_0001.region001,ranthipeptide,RiPP,FAM_00152
MAG05394,MAG05394_0042,MAG05394_0042.region001,betalactone,other,FAM_00454
MAG05396,MAG05396_0274,MAG05396_0274.region001,lassopeptide,RiPP,FAM_00338
MAG05397,MAG05397_0001,MAG05397_0001.region001,ranthipeptide,RiPP,FAM_00125
MAG05400,MAG05400_0009,MAG05400_0009.region001,ranthipeptide,RiPP,FAM_00159
MAG05403,MAG05403_0018,MAG05403_0018.region001,RiPP-like,RiPP,FAM_00097
MAG05403,MAG05403_0093,MAG05403_0093.region001,RiPP-like,RiPP,FAM_00086
MAG05404,MAG05404_0092,MAG05404_0092.region001,terpene,terpene,FAM_00445
MAG05405,MAG05405_0001,MAG05405_0001.region001,NRPS.T1PKS,NRPS.PKS,FAM_00394
MAG05405,MAG05405_0001,MAG05405_0001.region002,NI-siderophore,other,FAM_00419
MAG05405,MAG05405_0003,MAG05405_0003.region001,betalactone,other,FAM_00526
MAG05405,MAG05405_0004,MAG05405_0004.region001,thiopeptide,RiPP,FAM_00344
MAG05405,MAG05405_0005,MAG05405_0005.region001,HR-T2PKS,PKS,FAM_00485
MAG05406,MAG05406_0005,MAG05406_0005.region001,ranthipeptide,RiPP,FAM_00155
MAG05407,MAG05407_0123,MAG05407_0123.region001,terpene,terpene,FAM_00207
MAG05408,MAG05408_0043,MAG05408_0043.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG05409,MAG05409_0001,MAG05409_0001.region001,lanthipeptide-class-ii,RiPP,FAM_00175
MAG05409,MAG05409_0009,MAG05409_0009.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05410,MAG05410_0097,MAG05410_0097.region001,NRPS,NRPS,FAM_00165
MAG05411,MAG05411_0012,MAG05411_0012.region001,lanthipeptide-class-ii,RiPP,FAM_00173
MAG05411,MAG05411_0013,MAG05411_0013.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05412,MAG05412_0001,MAG05412_0001.region001,ranthipeptide,RiPP,FAM_00106
MAG05413,MAG05413_0011,MAG05413_0011.region001,lanthipeptide-class-ii,RiPP,FAM_00173
MAG05413,MAG05413_0012,MAG05413_0012.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05414,MAG05414_0003,MAG05414_0003.region001,RiPP-like,RiPP,FAM_00182
MAG05414,MAG05414_0007,MAG05414_0007.region001,ranthipeptide,RiPP,FAM_00121
MAG05416,MAG05416_0006,MAG05416_0006.region001,hserlactone,other,FAM_00282
MAG05416,MAG05416_0184,MAG05416_0184.region001,ranthipeptide,RiPP,FAM_00123
MAG05417,MAG05417_0001,MAG05417_0001.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG05417,MAG05417_0001,MAG05417_0001.region002,RiPP-like,RiPP,FAM_00194
MAG05423,MAG05423_0006,MAG05423_0006.region001,T3PKS,PKS,FAM_00073
MAG05425,MAG05425_0027,MAG05425_0027.region001,RRE-containing,RiPP,FAM_00039
MAG05427,MAG05427_0002,MAG05427_0002.region001,lanthipeptide-class-v,RiPP,FAM_00179
MAG05427,MAG05427_0014,MAG05427_0014.region001,RiPP-like,RiPP,FAM_00169
MAG05427,MAG05427_0017,MAG05427_0017.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05429,MAG05429_0059,MAG05429_0059.region001,RRE-containing,RiPP,FAM_00163
MAG05431,MAG05431_0010,MAG05431_0010.region001,RRE-containing,RiPP,FAM_00060
MAG05434,MAG05434_0111,MAG05434_0111.region001,ranthipeptide,RiPP,FAM_00122
MAG05436,MAG05436_0027,MAG05436_0027.region001,ranthipeptide,RiPP,FAM_00106
MAG05437,MAG05437_0014,MAG05437_0014.region001,ranthipeptide,RiPP,FAM_00136
MAG05439,MAG05439_0002,MAG05439_0002.region001,LAP,RiPP,FAM_00314
MAG05439,MAG05439_0004,MAG05439_0004.region001,LAP.thiopeptide,RiPP,FAM_00289
MAG05439,MAG05439_0004,MAG05439_0004.region002,RiPP-like,RiPP,FAM_00182
MAG05439,MAG05439_0012,MAG05439_0012.region001,ranthipeptide,RiPP,FAM_00131
MAG05440,MAG05440_0029,MAG05440_0029.region001,ranthipeptide,RiPP,FAM_00112
MAG05441,MAG05441_0005,MAG05441_0005.region001,arylpolyene,PKS,FAM_00020
MAG05441,MAG05441_0011,MAG05441_0011.region001,RRE-containing,RiPP,FAM_00034
MAG05442,MAG05442_0003,MAG05442_0003.region001,T3PKS,PKS,FAM_00084
MAG05443,MAG05443_0007,MAG05443_0007.region001,lanthipeptide-class-ii,RiPP,FAM_00175
MAG05444,MAG05444_0001,MAG05444_0001.region001,lanthipeptide-class-ii,RiPP,FAM_00175
MAG05444,MAG05444_0001,MAG05444_0001.region002,RiPP-like,RiPP,FAM_00169
MAG05444,MAG05444_0012,MAG05444_0012.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05445,MAG05445_0002,MAG05445_0002.region001,arylpolyene,PKS,FAM_00367
MAG05445,MAG05445_0003,MAG05445_0003.region001,T3PKS,PKS,FAM_00276
MAG05446,MAG05446_0001,MAG05446_0001.region001,arylpolyene,PKS,FAM_00018
MAG05446,MAG05446_0044,MAG05446_0044.region001,LAP.thiopeptide,RiPP,FAM_00032
MAG05446,MAG05446_0058,MAG05446_0058.region001,lanthipeptide-class-ii,RiPP,FAM_00064
MAG05447,MAG05447_0001,MAG05447_0001.region001,ranthipeptide,RiPP,FAM_00106
MAG05449,MAG05449_0006,MAG05449_0006.region001,RiPP-like,RiPP,FAM_00343
MAG05452,MAG05452_0012,MAG05452_0012.region001,T3PKS,PKS,FAM_00427
MAG05452,MAG05452_0016,MAG05452_0016.region001,NRPS,NRPS,FAM_00238
MAG05452,MAG05452_0018,MAG05452_0018.region001,cyclic-lactone-autoinducer,RiPP,FAM_00434
MAG05452,MAG05452_0029,MAG05452_0029.region001,NI-siderophore,other,FAM_00297
MAG05452,MAG05452_0030,MAG05452_0030.region001,opine-like-metallophore,other,FAM_00223
MAG05452,MAG05452_0093,MAG05452_0093.region001,NI-siderophore,other,FAM_00297
MAG05453,MAG05453_0007,MAG05453_0007.region001,T3PKS,PKS,FAM_00009
MAG05453,MAG05453_0010,MAG05453_0010.region001,NRPS-like,NRPS,FAM_00006
MAG05455,MAG05455_0001,MAG05455_0001.region001,lanthipeptide-class-ii,RiPP,FAM_00175
MAG05455,MAG05455_0009,MAG05455_0009.region001,LAP,RiPP,FAM_00101
MAG05456,MAG05456_0009,MAG05456_0009.region001,RiPP-like,RiPP,FAM_00089
MAG05456,MAG05456_0012,MAG05456_0012.region001,RiPP-like,RiPP,FAM_00085
MAG05457,MAG05457_0026,MAG05457_0026.region001,RRE-containing,RiPP,FAM_00106
MAG05458,MAG05458_0043,MAG05458_0043.region001,RaS-RiPP,RiPP,FAM_00226
MAG05458,MAG05458_0268,MAG05458_0268.region001,ranthipeptide,RiPP,FAM_00111
MAG05460,MAG05460_0018,MAG05460_0018.region001,RiPP-like,RiPP,FAM_00094
MAG05460,MAG05460_0023,MAG05460_0023.region001,RiPP-like,RiPP,FAM_00097
MAG05460,MAG05460_0057,MAG05460_0057.region001,lanthipeptide-class-ii,RiPP,FAM_00173
MAG05460,MAG05460_0070,MAG05460_0070.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05460,MAG05460_0072,MAG05460_0072.region001,LAP,RiPP,FAM_00101
MAG05460,MAG05460_0097,MAG05460_0097.region001,RiPP-like,RiPP,FAM_00087
MAG05461,MAG05461_0004,MAG05461_0004.region001,RiPP-like,RiPP,FAM_00183
MAG05461,MAG05461_0092,MAG05461_0092.region001,RiPP-like,RiPP,FAM_00183
MAG05462,MAG05462_0018,MAG05462_0018.region001,ranthipeptide,RiPP,FAM_00106
MAG05463,MAG05463_0020,MAG05463_0020.region001,ranthipeptide,RiPP,FAM_00121
MAG05463,MAG05463_0033,MAG05463_0033.region001,RiPP-like,RiPP,FAM_00183
MAG05465,MAG05465_0075,MAG05465_0075.region001,ranthipeptide,RiPP,FAM_00109
MAG05467,MAG05467_0033,MAG05467_0033.region001,lanthipeptide-class-ii,RiPP,FAM_00173
MAG05467,MAG05467_0034,MAG05467_0034.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05468,MAG05468_0016,MAG05468_0016.region001,arylpolyene,PKS,FAM_00021
MAG05468,MAG05468_0112,MAG05468_0112.region001,arylpolyene,PKS,FAM_00020
MAG05468,MAG05468_0126,MAG05468_0126.region001,RRE-containing,RiPP,FAM_00034
MAG05468,MAG05468_0143,MAG05468_0143.region001,lanthipeptide-class-ii,RiPP,FAM_00064
MAG05469,MAG05469_0001,MAG05469_0001.region001,RiPP-like,RiPP,FAM_00097
MAG05469,MAG05469_0200,MAG05469_0200.region001,RiPP-like,RiPP,FAM_00099
MAG05470,MAG05470_0003,MAG05470_0003.region001,RRE-containing,RiPP,FAM_00346
MAG05471,MAG05471_0004,MAG05471_0004.region001,RaS-RiPP,RiPP,FAM_00226
MAG05471,MAG05471_0008,MAG05471_0008.region001,ranthipeptide,RiPP,FAM_00112
MAG05472,MAG05472_0156,MAG05472_0156.region001,ranthipeptide,RiPP,FAM_00136
MAG05473,MAG05473_0289,MAG05473_0289.region001,RRE-containing,RiPP,FAM_00119
MAG05475,MAG05475_0001,MAG05475_0001.region001,ranthipeptide,RiPP,FAM_00123
MAG05476,MAG05476_0047,MAG05476_0047.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05476,MAG05476_0061,MAG05476_0061.region001,lanthipeptide-class-v,RiPP,FAM_00179
MAG05478,MAG05478_0004,MAG05478_0004.region001,RiPP-like,RiPP,FAM_00182
MAG05478,MAG05478_0013,MAG05478_0013.region001,ranthipeptide,RiPP,FAM_00121
MAG05478,MAG05478_0015,MAG05478_0015.region001,LAP,RiPP,FAM_00132
MAG05479,MAG05479_0002,MAG05479_0002.region001,RRE-containing,RiPP,FAM_00034
MAG05479,MAG05479_0004,MAG05479_0004.region001,arylpolyene,PKS,FAM_00020
MAG05482,MAG05482_0023,MAG05482_0023.region001,RRE-containing,RiPP,FAM_00034
MAG05482,MAG05482_0101,MAG05482_0101.region001,arylpolyene,PKS,FAM_00028
MAG05483,MAG05483_0080,MAG05483_0080.region001,ranthipeptide,RiPP,FAM_00114
MAG05484,MAG05484_0008,MAG05484_0008.region001,arylpolyene,PKS,FAM_00017
MAG05484,MAG05484_0010,MAG05484_0010.region001,RRE-containing,RiPP,FAM_00039
MAG05484,MAG05484_0023,MAG05484_0023.region001,arylpolyene,PKS,FAM_00018
MAG05485,MAG05485_0002,MAG05485_0002.region001,ranthipeptide,RiPP,FAM_00118
MAG05487,MAG05487_0009,MAG05487_0009.region001,ranthipeptide,RiPP,FAM_00123
MAG05489,MAG05489_0010,MAG05489_0010.region001,ranthipeptide,RiPP,FAM_00112
MAG05490,MAG05490_0001,MAG05490_0001.region001,ranthipeptide,RiPP,FAM_00109
MAG05491,MAG05491_0001,MAG05491_0001.region001,ranthipeptide,RiPP,FAM_00128
MAG05491,MAG05491_0002,MAG05491_0002.region001,RiPP-like,RiPP,FAM_00008
MAG05491,MAG05491_0005,MAG05491_0005.region001,RRE-containing,RiPP,FAM_00166
MAG05492,MAG05492_0004,MAG05492_0004.region001,ranthipeptide,RiPP,FAM_00146
MAG05492,MAG05492_0031,MAG05492_0031.region001,RRE-containing,RiPP,FAM_00404
MAG05494,MAG05494_0008,MAG05494_0008.region001,ranthipeptide,RiPP,FAM_00135
MAG05495,MAG05495_0002,MAG05495_0002.region001,RiPP-like,RiPP,FAM_00182
MAG05495,MAG05495_0009,MAG05495_0009.region001,ranthipeptide,RiPP,FAM_00131
MAG05496,MAG05496_0002,MAG05496_0002.region001,lanthipeptide-class-v,RiPP,FAM_00179
MAG05496,MAG05496_0043,MAG05496_0043.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05497,MAG05497_0004,MAG05497_0004.region001,T3PKS,PKS,FAM_00012
MAG05497,MAG05497_0020,MAG05497_0020.region001,NRPS,NRPS,FAM_00474
MAG05500,MAG05500_0125,MAG05500_0125.region001,ranthipeptide,RiPP,FAM_00107
MAG05501,MAG05501_0001,MAG05501_0001.region001,NRPS-like,NRPS,FAM_00004
MAG05501,MAG05501_0005,MAG05501_0005.region001,lanthipeptide-class-iii,RiPP,FAM_00252
MAG05501,MAG05501_0008,MAG05501_0008.region001,T3PKS,PKS,FAM_00011
MAG05503,MAG05503_0022,MAG05503_0022.region001,T3PKS,PKS,FAM_00084
MAG05504,MAG05504_0028,MAG05504_0028.region001,RRE-containing,RiPP,FAM_00060
MAG05505,MAG05505_0003,MAG05505_0003.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG05505,MAG05505_0003,MAG05505_0003.region002,RiPP-like,RiPP,FAM_00194
MAG05505,MAG05505_0009,MAG05505_0009.region001,LAP,RiPP,FAM_00197
MAG05506,MAG05506_0004,MAG05506_0004.region001,T3PKS,PKS,FAM_00074
MAG05508,MAG05508_0094,MAG05508_0094.region001,ranthipeptide,RiPP,FAM_00133
MAG05509,MAG05509_0017,MAG05509_0017.region001,RRE-containing,RiPP,FAM_00034
MAG05509,MAG05509_0027,MAG05509_0027.region001,arylpolyene,PKS,FAM_00028
MAG05510,MAG05510_0001,MAG05510_0001.region001,RiPP-like,RiPP,FAM_00194
MAG05510,MAG05510_0001,MAG05510_0001.region002,lanthipeptide-class-ii,RiPP,FAM_00281
MAG05513,MAG05513_0046,MAG05513_0046.region001,ranthipeptide,RiPP,FAM_00106
MAG05515,MAG05515_0002,MAG05515_0002.region001,RiPP-like,RiPP,FAM_00182
MAG05515,MAG05515_0008,MAG05515_0008.region001,ranthipeptide,RiPP,FAM_00121
MAG05517,MAG05517_0018,MAG05517_0018.region001,lanthipeptide-class-ii,RiPP,FAM_00173
MAG05517,MAG05517_0019,MAG05517_0019.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05518,MAG05518_0030,MAG05518_0030.region001,RRE-containing,RiPP,FAM_00060
MAG05519,MAG05519_0015,MAG05519_0015.region001,ranthipeptide,RiPP,FAM_00109
MAG05520,MAG05520_0020,MAG05520_0020.region001,hserlactone,other,FAM_00282
MAG05520,MAG05520_0024,MAG05520_0024.region001,ranthipeptide,RiPP,FAM_00122
MAG05523,MAG05523_0003,MAG05523_0003.region001,RaS-RiPP,RiPP,FAM_00226
MAG05524,MAG05524_0023,MAG05524_0023.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05525,MAG05525_0001,MAG05525_0001.region001,RiPP-like,RiPP,FAM_00240
MAG05525,MAG05525_0094,MAG05525_0094.region001,RiPP-like,RiPP,FAM_00087
MAG05525,MAG05525_0100,MAG05525_0100.region001,RiPP-like,RiPP,FAM_00101
MAG05526,MAG05526_0004,MAG05526_0004.region001,T3PKS,PKS,FAM_00084
MAG05527,MAG05527_0031,MAG05527_0031.region001,T3PKS,PKS,FAM_00074
MAG05528,MAG05528_0001,MAG05528_0001.region001,LAP,RiPP,FAM_00314
MAG05528,MAG05528_0002,MAG05528_0002.region001,RiPP-like,RiPP,FAM_00182
MAG05528,MAG05528_0017,MAG05528_0017.region001,ranthipeptide,RiPP,FAM_00121
MAG05529,MAG05529_0001,MAG05529_0001.region001,RiPP-like,RiPP,FAM_00169
MAG05529,MAG05529_0012,MAG05529_0012.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05530,MAG05530_0006,MAG05530_0006.region001,T3PKS,PKS,FAM_00074
MAG05531,MAG05531_0008,MAG05531_0008.region001,T3PKS,PKS,FAM_00012
MAG05531,MAG05531_0077,MAG05531_0077.region001,NRPS-like,NRPS,FAM_00006
MAG05531,MAG05531_0083,MAG05531_0083.region001,lanthipeptide-class-iv,RiPP,FAM_00252
MAG05532,MAG05532_0004,MAG05532_0004.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG05532,MAG05532_0008,MAG05532_0008.region001,RiPP-like,RiPP,FAM_00194
MAG05533,MAG05533_0001,MAG05533_0001.region001,RaS-RiPP,RiPP,FAM_00226
MAG05533,MAG05533_0041,MAG05533_0041.region001,ranthipeptide,RiPP,FAM_00111
MAG05535,MAG05535_0001,MAG05535_0001.region001,RRE-containing,RiPP,FAM_00034
MAG05535,MAG05535_0038,MAG05535_0038.region001,arylpolyene,PKS,FAM_00028
MAG05535,MAG05535_0055,MAG05535_0055.region001,arylpolyene,PKS,FAM_00020
MAG05538,MAG05538_0003,MAG05538_0003.region001,ranthipeptide,RiPP,FAM_00106
MAG05539,MAG05539_0005,MAG05539_0005.region001,LAP,RiPP,FAM_00101
MAG05539,MAG05539_0017,MAG05539_0017.region001,RiPP-like,RiPP,FAM_00089
MAG05539,MAG05539_0105,MAG05539_0105.region001,RiPP-like,RiPP,FAM_00087
MAG05540,MAG05540_0001,MAG05540_0001.region001,NRPS,NRPS,FAM_00165
MAG05542,MAG05542_0002,MAG05542_0002.region001,ranthipeptide,RiPP,FAM_00106
MAG05544,MAG05544_0014,MAG05544_0014.region001,resorcinol,other,FAM_00053
MAG05545,MAG05545_0048,MAG05545_0048.region001,ranthipeptide,RiPP,FAM_00122
MAG05547,MAG05547_0001,MAG05547_0001.region001,NRPS-like,NRPS,FAM_00001
MAG05547,MAG05547_0012,MAG05547_0012.region001,T3PKS,PKS,FAM_00011
MAG05549,MAG05549_0001,MAG05549_0001.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG05549,MAG05549_0001,MAG05549_0001.region002,RiPP-like,RiPP,FAM_00194
MAG05550,MAG05550_0002,MAG05550_0002.region001,T3PKS,PKS,FAM_00074
MAG05551,MAG05551_0001,MAG05551_0001.region001,ranthipeptide,RiPP,FAM_00113
MAG05552,MAG05552_0009,MAG05552_0009.region001,T3PKS,PKS,FAM_00075
MAG05553,MAG05553_0005,MAG05553_0005.region001,NRPS-like,NRPS,FAM_00006
MAG05553,MAG05553_0043,MAG05553_0043.region001,T3PKS,PKS,FAM_00009
MAG05554,MAG05554_0003,MAG05554_0003.region001,RiPP-like,RiPP,FAM_00183
MAG05554,MAG05554_0006,MAG05554_0006.region001,NRPS,NRPS,FAM_00389
MAG05554,MAG05554_0011,MAG05554_0011.region001,ranthipeptide,RiPP,FAM_00121
MAG05554,MAG05554_0016,MAG05554_0016.region001,RiPP-like,RiPP,FAM_00184
MAG05555,MAG05555_0143,MAG05555_0143.region001,RRE-containing,RiPP,FAM_00045
MAG05556,MAG05556_0004,MAG05556_0004.region001,RRE-containing,RiPP,FAM_00346
MAG05558,MAG05558_0001,MAG05558_0001.region001,ranthipeptide,RiPP,FAM_00112
MAG05559,MAG05559_0043,MAG05559_0043.region001,NRPS,NRPS,FAM_00165
MAG05560,MAG05560_0001,MAG05560_0001.region001,RiPP-like,RiPP,FAM_00170
MAG05560,MAG05560_0012,MAG05560_0012.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05561,MAG05561_0514,MAG05561_0514.region001,terpene,terpene,FAM_00209
MAG05563,MAG05563_0010,MAG05563_0010.region001,ranthipeptide,RiPP,FAM_00133
MAG05564,MAG05564_0007,MAG05564_0007.region001,ranthipeptide,RiPP,FAM_00135
MAG05565,MAG05565_0013,MAG05565_0013.region001,ranthipeptide,RiPP,FAM_00123
MAG05565,MAG05565_0101,MAG05565_0101.region001,ranthipeptide,RiPP,FAM_00138
MAG05566,MAG05566_0013,MAG05566_0013.region001,RiPP-like,RiPP,FAM_00182
MAG05566,MAG05566_0106,MAG05566_0106.region001,ranthipeptide,RiPP,FAM_00131
MAG05567,MAG05567_0016,MAG05567_0016.region001,NRPS,NRPS,FAM_00165
MAG05568,MAG05568_0001,MAG05568_0001.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG05568,MAG05568_0009,MAG05568_0009.region001,RiPP-like,RiPP,FAM_00194
MAG05569,MAG05569_0001,MAG05569_0001.region001,NRPS-like,NRPS,FAM_00004
MAG05569,MAG05569_0005,MAG05569_0005.region001,T3PKS,PKS,FAM_00010
MAG05569,MAG05569_0009,MAG05569_0009.region001,lanthipeptide-class-iii,RiPP,FAM_00252
MAG05570,MAG05570_0280,MAG05570_0280.region001,ranthipeptide,RiPP,FAM_00107
MAG05572,MAG05572_0009,MAG05572_0009.region001,NRPS-like,NRPS,FAM_00006
MAG05572,MAG05572_0011,MAG05572_0011.region001,T3PKS,PKS,FAM_00012
MAG05574,MAG05574_0009,MAG05574_0009.region001,ranthipeptide,RiPP,FAM_00109
MAG05575,MAG05575_0003,MAG05575_0003.region001,ranthipeptide,RiPP,FAM_00148
MAG05575,MAG05575_0011,MAG05575_0011.region001,RRE-containing,RiPP,FAM_00331
MAG05576,MAG05576_0035,MAG05576_0035.region001,RRE-containing,RiPP,FAM_00060
MAG05577,MAG05577_0172,MAG05577_0172.region001,ranthipeptide,RiPP,FAM_00111
MAG05578,MAG05578_0004,MAG05578_0004.region001,arylpolyene,PKS,FAM_00017
MAG05578,MAG05578_0013,MAG05578_0013.region001,RRE-containing,RiPP,FAM_00039
MAG05579,MAG05579_0031,MAG05579_0031.region001,RiPP-like,RiPP,FAM_00089
MAG05580,MAG05580_0018,MAG05580_0018.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05581,MAG05581_0019,MAG05581_0019.region001,RRE-containing,RiPP,FAM_00044
MAG05581,MAG05581_0037,MAG05581_0037.region001,lanthipeptide-class-ii,RiPP,FAM_00385
MAG05583,MAG05583_0001,MAG05583_0001.region001,ranthipeptide,RiPP,FAM_00133
MAG05584,MAG05584_0002,MAG05584_0002.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG05590,MAG05590_0010,MAG05590_0010.region001,ranthipeptide,RiPP,FAM_00134
MAG05592,MAG05592_0001,MAG05592_0001.region001,T3PKS,PKS,FAM_00077
MAG05593,MAG05593_0002,MAG05593_0002.region001,ranthipeptide,RiPP,FAM_00118
MAG05594,MAG05594_0025,MAG05594_0025.region001,resorcinol,other,FAM_00053
MAG05594,MAG05594_0031,MAG05594_0031.region001,resorcinol,other,FAM_00042
MAG05595,MAG05595_0006,MAG05595_0006.region001,ranthipeptide,RiPP,FAM_00109
MAG05596,MAG05596_0001,MAG05596_0001.region001,hglE-KS,PKS,FAM_00376
MAG05597,MAG05597_0294,MAG05597_0294.region001,ranthipeptide,RiPP,FAM_00138
MAG05601,MAG05601_0145,MAG05601_0145.region001,RRE-containing,RiPP,FAM_00036
MAG05602,MAG05602_0002,MAG05602_0002.region001,NRPS-like,NRPS,FAM_00001
MAG05602,MAG05602_0007,MAG05602_0007.region001,lanthipeptide-class-iii,RiPP,FAM_00252
MAG05602,MAG05602_0011,MAG05602_0011.region001,T3PKS,PKS,FAM_00010
MAG05603,MAG05603_0004,MAG05603_0004.region001,lanthipeptide-class-i,RiPP,FAM_00286
MAG05604,MAG05604_0002,MAG05604_0002.region001,ranthipeptide,RiPP,FAM_00123
MAG05605,MAG05605_0036,MAG05605_0036.region001,RRE-containing,RiPP,FAM_00416
MAG05607,MAG05607_0011,MAG05607_0011.region001,RRE-containing,RiPP,FAM_00044
MAG05607,MAG05607_0041,MAG05607_0041.region001,lanthipeptide-class-ii,RiPP,FAM_00385
MAG05608,MAG05608_0006,MAG05608_0006.region001,betalactone,other,FAM_00303
MAG05609,MAG05609_0013,MAG05609_0013.region001,lassopeptide,RiPP,FAM_00338
MAG05610,MAG05610_0036,MAG05610_0036.region001,RRE-containing,RiPP,FAM_00057
MAG05612,MAG05612_0003,MAG05612_0003.region001,arylpolyene,PKS,FAM_00017
MAG05612,MAG05612_0008,MAG05612_0008.region001,RRE-containing,RiPP,FAM_00038
MAG05613,MAG05613_0020,MAG05613_0020.region001,ranthipeptide,RiPP,FAM_00123
MAG05614,MAG05614_0006,MAG05614_0006.region001,arylpolyene,PKS,FAM_00020
MAG05614,MAG05614_0010,MAG05614_0010.region001,RRE-containing,RiPP,FAM_00034
MAG05615,MAG05615_0002,MAG05615_0002.region001,RRE-containing,RiPP,FAM_00346
MAG05616,MAG05616_0019,MAG05616_0019.region001,lanthipeptide-class-ii,RiPP,FAM_00173
MAG05616,MAG05616_0020,MAG05616_0020.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05617,MAG05617_0010,MAG05617_0010.region001,T3PKS,PKS,FAM_00009
MAG05617,MAG05617_0030,MAG05617_0030.region001,NRPS-like,NRPS,FAM_00006
