MAG,contig_id,region,GBK,From_To,Length,type,most_similar_known_cluster,most_similar_known_cluster_type,similarity,classification,FinalTaxonomy,Genus
MAG07388,MAG07388_0009,9.1,MAG07388_0009.region001,40711_55178,14467,lanthipeptide-class-ii,mutacin II,RiPP:Lanthipeptide,100.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG07389,MAG07389_0002,2.1,MAG07389_0002.region001,70792_119543,48751,arylpolyene,flexirubin,Other,28.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG07389,MAG07389_0004,4.1,MAG07389_0004.region001,2692_23081,20389,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG07389,MAG07389_0020,20.1,MAG07389_0020.region001,1_22588,22587,resorcinol,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG07390,MAG07390_0039,39.1,MAG07390_0039.region001,1_12598,12597,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895,Parvimonas_sp001552895,Parvimonas
MAG07391,MAG07391_0001,1.1,MAG07391_0001.region001,1_18414,18413,ranthipeptide,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,Megasphaera_lornae,Megasphaera
MAG07395,MAG07395_0055,55.1,MAG07395_0055.region001,1_7962,7961,ranthipeptide,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp001553355,Dialister_sp001553355,Dialister
MAG07396,MAG07396_0006,6.1,MAG07396_0006.region001,33598_48230,14632,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,KA00274_sp902373515,KA00274
MAG07397,MAG07397_0007,7.1,MAG07397_0007.region001,20148_40414,20266,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis_A,Prevotella_timonensis,Prevotella
MAG07398,MAG07398_0009,9.1,MAG07398_0009.region001,56556_77883,21327,ranthipeptide,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,Megasphaera_lornae,Megasphaera
MAG07400,MAG07400_0001,1.1,MAG07400_0001.region001,66981_109440,42459,NRPS-like,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG07400,MAG07400_0013,13.1,MAG07400_0013.region001,24473_39547,15074,lanthipeptide-class-iii,anacyclamide A10,RiPP:Cyanobactin,14.0,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG07400,MAG07400_0015,15.1,MAG07400_0015.region001,5029_33472,28443,T3PKS,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG07402,MAG07402_0021,21.1,MAG07402_0021.region001,1_10590,10589,lanthipeptide-class-iii,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG07403,MAG07403_0005,5.1,MAG07403_0005.region001,49275_69541,20266,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000479005,Prevotella_sp000479005,Prevotella
MAG07406,MAG07406_0002,2.1,MAG07406_0002.region001,27974_50679,22705,lanthipeptide-class-ii,ruminococcin A,RiPP:Lanthipeptide,28.0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium swidsinskii,Gardnerella_swidsinkii,Bifidobacterium
MAG07407,MAG07407_0030,30.1,MAG07407_0030.region001,1_8900,8899,T3PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_A,Gardnerella_vaginalis_A,Bifidobacterium
MAG07409,MAG07409_0025,25.1,MAG07409_0025.region001,1_9027,9026,RiPP-like,gassericin T,RiPP,22.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG07409,MAG07409_0042,42.1,MAG07409_0042.region001,236_16644,16408,LAP,listeriolysin S,RiPP:LAP,25.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG07409,MAG07409_0118,118.1,MAG07409_0118.region001,1_3679,3678,RiPP-like,gassericin T,RiPP,33.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG07410,MAG07410_0002,2.1,MAG07410_0002.region001,52183_63118,10935,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG07410,MAG07410_0016,16.1,MAG07410_0016.region001,1_12360,12359,LAP,listeriolysin S,RiPP:LAP,25.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG07410,MAG07410_0033,33.1,MAG07410_0033.region001,11921_19408,7487,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG07411,MAG07411_0013,13.1,MAG07411_0013.region001,1_10546,10545,lanthipeptide-class-iii,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG07412,MAG07412_0021,21.1,MAG07412_0021.region001,1_23457,23456,"thiopeptide, LAP",,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp003585845,Gardnerella_sp003585845,Bifidobacterium
MAG07413,MAG07413_0001,1.1,MAG07413_0001.region001,54405_103151,48746,arylpolyene,flexirubin,Other,28.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG07413,MAG07413_0002,2.1,MAG07413_0002.region001,99394_119783,20389,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG07413,MAG07413_0025,25.1,MAG07413_0025.region001,1_21764,21763,resorcinol,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG07413,MAG07413_0072,72.1,MAG07413_0072.region001,1_3516,3515,resorcinol,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG07414,MAG07414_0038,38.1,MAG07414_0038.region001,1_11857,11856,RiPP-like,gassericin T,RiPP,44.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG07414,MAG07414_0073,73.1,MAG07414_0073.region001,1_9766,9765,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG07415,MAG07415_0004,4.1,MAG07415_0004.region001,65511_106917,41406,T3PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium piotii,Gardnerella_piotii,Bifidobacterium
MAG07416,MAG07416_0001,1.1,MAG07416_0001.region001,225914_250143,24229,NRPS,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii,Lactobacillus_jensenii,Lactobacillus
MAG07417,MAG07417_0001,1.1,MAG07417_0001.region001,75995_86930,10935,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG07417,MAG07417_0029,29.1,MAG07417_0029.region001,1_9027,9026,RiPP-like,gassericin T,RiPP,22.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG07417,MAG07417_0048,48.1,MAG07417_0048.region001,1_16199,16198,LAP,listeriolysin S,RiPP:LAP,25.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG07417,MAG07417_0116,116.1,MAG07417_0116.region001,1_3679,3678,RiPP-like,gassericin T,RiPP,33.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG07419,MAG07419_0006,6.1,MAG07419_0006.region001,19995_61365,41370,T3PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_A,Gardnerella_vaginalis_A,Bifidobacterium
MAG07420,MAG07420_0004,4.1,MAG07420_0004.region001,11046_28020,16974,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895,Parvimonas_sp001552895,Parvimonas
MAG07422,MAG07422_0001,1.1,MAG07422_0001.region001,1_36402,36401,NRPS-like,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG07422,MAG07422_0015,15.1,MAG07422_0015.region001,1_22807,22806,T3PKS,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG07422,MAG07422_0021,21.1,MAG07422_0021.region001,1_15074,15073,lanthipeptide-class-iii,anacyclamide A10,RiPP:Cyanobactin,14.0,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG07424,MAG07424_0011,11.1,MAG07424_0011.region001,20387_40776,20389,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG07424,MAG07424_0014,14.1,MAG07424_0014.region001,1_27612,27611,arylpolyene,flexirubin,Other,24.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG07424,MAG07424_0035,35.1,MAG07424_0035.region001,1_14546,14545,arylpolyene,flexirubin,Other,8.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG07425,MAG07425_0042,42.1,MAG07425_0042.region001,8823_22251,13428,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,Prevotella_spNov3,Prevotella
MAG07426,MAG07426_0008,8.1,MAG07426_0008.region001,35471_58053,22582,lanthipeptide-class-iii,SF2575,Polyketide:Type II polyketide+Saccharide:Hybrid/tailoring saccharide,4.0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__Mobiluncus mulieris,Mobiluncus_mulieris,Mobiluncus
MAG07426,MAG07426_0009,9.1,MAG07426_0009.region001,51467_61243,9776,RiPP-like,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__Mobiluncus mulieris,Mobiluncus_mulieris,Mobiluncus
MAG07426,MAG07426_0040,40.1,MAG07426_0040.region001,1_16499,16498,lanthipeptide-class-ii,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__Mobiluncus mulieris,Mobiluncus_mulieris,Mobiluncus
MAG07427,MAG07427_0130,130.1,MAG07427_0130.region001,1_3944,3943,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__Mageeibacillus;s__Mageeibacillus indolicus,Mageeibacillus_indolicus,Mageeibacillus
MAG07428,MAG07428_0004,4.1,MAG07428_0004.region001,16098_30368,14270,RiPP-like,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875,UBA629_sp005465875,UBA629
MAG07428,MAG07428_0031,31.1,MAG07428_0031.region001,1_10010,10009,LAP,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875,UBA629_sp005465875,UBA629
MAG07428,MAG07428_0034,34.1,MAG07428_0034.region001,1_8871,8870,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875,UBA629_sp005465875,UBA629
MAG07433,MAG07433_0033,33.1,MAG07433_0033.region001,1_13670,13669,ranthipeptide,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,Megasphaera_lornae,Megasphaera
MAG07434,MAG07434_0001,1.1,MAG07434_0001.region001,11612_22547,10935,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG07434,MAG07434_0024,24.1,MAG07434_0024.region001,11921_20947,9026,RiPP-like,gassericin T,RiPP,22.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG07434,MAG07434_0127,127.1,MAG07434_0127.region001,1_3528,3527,RiPP-like,gassericin T,RiPP,33.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG07434,MAG07434_0181,181.1,MAG07434_0181.region001,1_1530,1529,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG07435,MAG07435_0340,340.1,MAG07435_0340.region001,1_1685,1684,T3PKS,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus portuensis,Limosilactobacillus_portuensis,Limosilactobacillus
MAG07441,MAG07441_0007,7.1,MAG07441_0007.region001,45742_66008,20266,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis_A,Prevotella_timonensis,Prevotella
MAG07442,MAG07442_0011,11.1,MAG07442_0011.region001,1_31072,31071,T3PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_A,Gardnerella_vaginalis_A,Bifidobacterium
MAG07443,MAG07443_0002,2.1,MAG07443_0002.region001,64348_75529,11181,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG07444,MAG07444_0010,10.1,MAG07444_0010.region001,1_12774,12773,T3PKS,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG07444,MAG07444_0123,123.1,MAG07444_0123.region001,1_2771,2770,NRPS-like,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG07445,MAG07445_0030,30.1,MAG07445_0030.region001,1_12448,12447,T3PKS,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia sanguinegens,Sneathia_sanguinegens,Sneathia
MAG07445,MAG07445_0074,74.1,MAG07445_0074.region001,1_3964,3963,NRPS-like,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia sanguinegens,Sneathia_sanguinegens,Sneathia
MAG07446,MAG07446_0036,36.1,MAG07446_0036.region001,1_13394,13393,ranthipeptide,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,Megasphaera_lornae,Megasphaera
MAG07448,MAG07448_0034,34.1,MAG07448_0034.region001,1_13338,13337,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895,Parvimonas_sp001552895,Parvimonas
MAG07451,MAG07451_0008,8.1,MAG07451_0008.region001,202_21750,21548,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A vaginalis,Peptoniphilus_vaginalis,Peptoniphilus_A
MAG07452,MAG07452_0048,48.1,MAG07452_0048.region001,1_7852,7851,ranthipeptide,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp001553355,Dialister_sp001553355,Dialister
MAG07457,MAG07457_0018,18.1,MAG07457_0018.region001,9079_39313,30234,arylpolyene,flexirubin,Other,28.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG07458,MAG07458_0022,22.1,MAG07458_0022.region001,1_14916,14915,T3PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale,Gardnerella_vaginalis,Bifidobacterium
MAG07460,MAG07460_0002,2.1,MAG07460_0002.region001,25613_57428,31815,T3PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale,Gardnerella_vaginalis,Bifidobacterium
MAG07461,MAG07461_0002,2.1,MAG07461_0002.region001,51897_72043,20146,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,KA00274_sp902373515,KA00274
MAG07462,MAG07462_0001,1.1,MAG07462_0001.region001,98991_140736,41745,NRPS-like,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875,UBA629_sp005465875,UBA629
MAG07462,MAG07462_0001,1.2,MAG07462_0001.region002,201044_211430,10386,RiPP-like,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875,UBA629_sp005465875,UBA629
MAG07462,MAG07462_0004,4.1,MAG07462_0004.region001,109336_124278,14942,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875,UBA629_sp005465875,UBA629
MAG07462,MAG07462_0015,15.1,MAG07462_0015.region001,20380_30869,10489,RiPP-like,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875,UBA629_sp005465875,UBA629
MAG07463,MAG07463_0005,5.1,MAG07463_0005.region001,12020_33689,21669,ranthipeptide,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp001553355,Dialister_sp001553355,Dialister
MAG07465,MAG07465_0145,145.1,MAG07465_0145.region001,1_2789,2788,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895,Parvimonas_sp001552895,Parvimonas
MAG07466,MAG07466_0019,19.1,MAG07466_0019.region001,1_15418,15417,ranthipeptide,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,Megasphaera_lornae,Megasphaera
MAG07468,MAG07468_0001,1.1,MAG07468_0001.region001,22741_33982,11241,RiPP-like,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium swidsinskii,Gardnerella_swidsinkii,Bifidobacterium
MAG07468,MAG07468_0001,1.2,MAG07468_0001.region002,133772_156477,22705,lanthipeptide-class-ii,ruminococcin A,RiPP:Lanthipeptide,28.0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium swidsinskii,Gardnerella_swidsinkii,Bifidobacterium
MAG07469,MAG07469_0139,139.1,MAG07469_0139.region001,1_4778,4777,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis_A,Prevotella_timonensis,Prevotella
MAG07470,MAG07470_0001,1.1,MAG07470_0001.region001,123416_143805,20389,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG07470,MAG07470_0004,4.1,MAG07470_0004.region001,95920_113437,17517,"thiopeptide, LAP",,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG07470,MAG07470_0013,13.1,MAG07470_0013.region001,1_35318,35317,arylpolyene,flexirubin,Other,28.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG07470,MAG07470_0019,19.1,MAG07470_0019.region001,1_34383,34382,thiopeptide,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG07470,MAG07470_0035,35.1,MAG07470_0035.region001,1_18930,18929,resorcinol,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG07471,MAG07471_0059,59.1,MAG07471_0059.region001,1_5996,5995,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris,Lactobacillus_mulieris,Lactobacillus
MAG07471,MAG07471_0082,82.1,MAG07471_0082.region001,1_7016,7015,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris,Lactobacillus_mulieris,Lactobacillus
MAG07473,MAG07473_0015,15.1,MAG07473_0015.region001,1_11229,11228,lanthipeptide-class-ii,mutacin II,RiPP:Lanthipeptide,100.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG07474,MAG07474_0006,6.1,MAG07474_0006.region001,14397_55532,41135,T3PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale,Gardnerella_vaginalis,Bifidobacterium
MAG07475,MAG07475_0024,24.1,MAG07475_0024.region001,1_12059,12058,lanthipeptide-class-ii,mutacin II,RiPP:Lanthipeptide,100.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG07476,MAG07476_0005,5.1,MAG07476_0005.region001,15254_57452,42198,NRPS,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus anaerobius,Peptostreptococcus_anaerobius,Peptostreptococcus
